"bin","profile","leads"
"0","F 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",42
"0","M 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_500_550",42
"0","M 55-59 YRS R20001 + exp_score_400_499 xds_score_551_600",42
"0","M 20-24 YRS R20001 + expgreater_than_600 xds_score_551_600",42
"0","F 25-29 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",42
"0","M 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_551_600",42
"0","M 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_0_499",42
"0","M 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_601_650",42
"0","M 60-64 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",43
"0","M 20-24 YRS R0 - R5000 exp_score_400_499 xds_score_651_700",43
"0","M 40-44 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",43
"0","M 50-54 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",43
"0","M 20-24 YRS R20001 + exp_score_500_599 xds_score_551_600",44
"0","M 35-39 YRS R0 - R5000 exp_score_400_499 xdsgreater_than_801",44
"1","F 30-34 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",44
"0","M 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_551_600",44
"0","M 50-54 YRS R20001 + exp_score_400_499 xds_score_751_800",44
"0","F 20-24 YRS R5001 - R10000 exp_score_400_499 xds_score_0_499",45
"0","M 25-29 YRS R20001 + exp_score_500_599 xds_score_500_550",45
"0","F 20-24 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",45
"0","F 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_601_650",45
"0","M 65-69 YRS R20001 + expgreater_than_600 xds_score_701_750",45
"0","M 25-29 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",45
"0","M 50-54 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",45
"0","F 40-44 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",45
"0","F 20-24 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",46
"0","F 65-69 YRS R20001 + exp_score_500_599 xds_score_751_800",46
"0","M 25-29 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",46
"0","M 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",46
"0","M 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_551_600",46
"0","M 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_651_700",46
"0","F 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",46
"0","M 60-64 YRS R20001 + exp_score_400_499 xds_score_701_750",47
"0","M 60-64 YRS R20001 + exp_score_400_499 xds_score_0_499",47
"0","M 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",47
"0","F 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",47
"0","M 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",47
"0","F 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",47
"0","M 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_0_499",47
"0","M 20-24 YRS R20001 + exp_score_500_599 xds_score_751_800",47
"0","F 55-59 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",48
"0","F 25-29 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",48
"0","F 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",48
"0","M 20-24 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",48
"0","M 20-24 YRS R5001 - R10000 exp_score_400_499 xds_score_0_499",49
"0","M 50-54 YRS R20001 + exp_score_500_599 xds_score_500_550",49
"0","M 35-39 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",49
"0","M 50-54 YRS R20001 + expgreater_than_600 xds_score_500_550",49
"0","M 40-44 YRS R20001 + exp_score_400_499 xds_score_751_800",50
"0","F 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_0_499",50
"0","F 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_701_750",50
"0","M 45-49 YRS R20001 + exp_score_400_499 xds_score_751_800",50
"0","M 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_0_499",50
"0","M 40-44 YRS R20001 + exp_score_400_499 xds_score_500_550",50
"0","F 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",51
"0","F 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",52
"0","F 55-59 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",52
"0","M 20-24 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",52
"0","M 60-64 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",53
"0","M 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",53
"0","M 65-69 YRS R20001 + exp_score_500_599 xds_score_701_750",53
"1","M 30-34 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",54
"0","F 30-34 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",55
"0","F 50-54 YRS R20001 + exp_score_400_499 xds_score_551_600",55
"0","M 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_651_700",56
"0","F 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_551_600",56
"1","M 25-29 YRS R10001 - R20000 exp_score_400_499 xds_score_701_750",56
"0","F 25-29 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",56
"0","F 35-39 YRS R0 - R5000 exp_score_400_499 xdsgreater_than_801",56
"0","M 30-34 YRS R20001 + exp_score_400_499 xds_score_500_550",57
"0","F 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",57
"0","M 35-39 YRS R5001 - R10000 exp_score_400_499 xdsgreater_than_801",57
"0","M 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_551_600",57
"0","F 20-24 YRS R20001 + exp_score_500_599 xds_score_751_800",58
"0","M 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",58
"0","F 25-29 YRS R20001 + exp_score_400_499 xds_score_551_600",58
"0","M 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",59
"0","F 45-49 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",59
"0","M 20-24 YRS R5001 - R10000 exp_score_400_499 xds_score_651_700",59
"0","F 50-54 YRS R20001 + exp_score_400_499 xds_score_751_800",60
"0","F 25-29 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",60
"0","F 60-64 YRS R20001 + exp_score_400_499 xds_score_651_700",60
"0","M 45-49 YRS R20001 + exp_score_500_599 xds_score_500_550",60
"0","F 20-24 YRS R5001 - R10000 exp_score_400_499 xds_score_651_700",60
"0","M 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_751_800",61
"0","M 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",61
"0","F 25-29 YRS R10001 - R20000 exp_score_400_499 xds_score_701_750",63
"0","F 40-44 YRS R20001 + exp_score_400_499 xds_score_751_800",63
"0","F 20-24 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",64
"0","F 45-49 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",64
"0","F 30-34 YRS R20001 + expgreater_than_600 xds_score_500_550",64
"0","M 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",64
"0","F 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_751_800",64
"0","M 35-39 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",65
"0","M 50-54 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",65
"0","M 45-49 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",65
"0","M 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_601_650",66
"0","M 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",66
"0","M 60-64 YRS R20001 + exp_score_400_499 xds_score_651_700",67
"0","F 35-39 YRS R20001 + expgreater_than_600 xds_score_500_550",67
"0","F 20-24 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",68
"0","M 35-39 YRS R20001 + exp_score_400_499 xds_score_500_550",68
"0","F 50-54 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",69
"0","F 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",69
"0","F 45-49 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",70
"0","F 45-49 YRS R20001 + exp_score_400_499 xds_score_751_800",70
"0","M 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_601_650",71
"0","F 60-64 YRS R10001 - R20000 exp_score_500_599 xds_score_551_600",71
"0","F 20-24 YRS R5001 - R10000 exp_score_500_599 xds_score_0_499",71
"0","M 40-44 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",72
"0","F 30-34 YRS R5001 - R10000 exp_score_400_499 xdsgreater_than_801",72
"0","F 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",72
"0","F 40-44 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",72
"0","F 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",73
"0","F 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_701_750",74
"0","F 55-59 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",74
"0","F 25-29 YRS R20001 + exp_score_400_499 xds_score_0_499",74
"0","F 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",74
"0","M 20-24 YRS R5001 - R10000 exp_score_500_599 xds_score_0_499",74
"0","M 55-59 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",74
"0","M 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",74
"0","M 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_651_700",75
"0","F 20-24 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",75
"0","F 30-34 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",76
"0","M 45-49 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",76
"0","F 20-24 YRS R20001 + expgreater_than_600 xds_score_601_650",77
"0","M 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",77
"0","F 60-64 YRS R20001 + exp_score_500_599 xds_score_601_650",78
"0","M 65-69 YRS R20001 + exp_score_500_599 xds_score_751_800",78
"0","F 35-39 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",78
"0","F 35-39 YRS R20001 + exp_score_500_599 xds_score_500_550",78
"0","F 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_751_800",79
"1","M 25-29 YRS R20001 + exp_score_400_499 xds_score_651_700",79
"0","F 25-29 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",79
"0","M 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_751_800",79
"1","M 25-29 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",80
"0","F 20-24 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",80
"0","F 20-24 YRS R20001 + exp_score_500_599 xds_score_601_650",80
"0","F 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",81
"0","F 20-24 YRS R0 - R5000 exp_score_400_499 xds_score_651_700",81
"0","F 35-39 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",81
"0","M 40-44 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",81
"1","M 45-49 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",81
"0","F 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_601_650",81
"0","M 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",81
"0","M 45-49 YRS R20001 + expgreater_than_600 xds_score_500_550",81
"0","M 30-34 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",82
"1","F 20-24 YRS R10001 - R20000 exp_score_500_599 xds_score_0_499",82
"0","M 20-24 YRS R0 exp_score_0_299 xdsgreater_than_801",82
"0","M 65-69 YRS R0 - R5000 expgreater_than_600 xdsgreater_than_801",82
"0","M 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_701_750",83
"0","M 20-24 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",83
"0","F 25-29 YRS R20001 + exp_score_400_499 xds_score_651_700",84
"0","F 55-59 YRS R20001 + exp_score_500_599 xds_score_551_600",85
"0","F 20-24 YRS R10001 - R20000 exp_score_500_599 xds_score_551_600",86
"1","M 40-44 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",86
"0","F 30-34 YRS R20001 + exp_score_500_599 xds_score_500_550",87
"0","F 25-29 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",89
"0","M 20-24 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",89
"0","M 30-34 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",91
"0","M 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",91
"1","M 45-49 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",92
"0","M 60-64 YRS R20001 + expgreater_than_600 xds_score_551_600",92
"1","M 35-39 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",93
"0","M 20-24 YRS R20001 + expgreater_than_600 xds_score_601_650",94
"0","F 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_551_600",94
"1","M 40-44 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",95
"0","F 60-64 YRS R0 - R5000 expgreater_than_600 xds_score_500_550",95
"0","M 25-29 YRS R20001 + exp_score_400_499 xds_score_0_499",97
"0","M 25-29 YRS R20001 + exp_score_400_499 xds_score_551_600",97
"0","M 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_601_650",98
"0","M 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_651_700",98
"0","F 50-54 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",99
"0","M 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",99
"0","M 55-59 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",100
"0","M 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",100
"0","M 20-24 YRS R20001 + exp_score_500_599 xds_score_601_650",101
"0","F 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_601_650",101
"0","F 55-59 YRS R10001 - R20000 exp_score_400_499 xds_score_551_600",102
"0","F 50-54 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",103
"0","M 30-34 YRS R0 - R5000 exp_score_400_499 xdsgreater_than_801",103
"0","F 65-69 YRS R20001 + expgreater_than_600 xds_score_751_800",103
"0","F 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_601_650",103
"0","M 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",104
"0","M 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",104
"0","F 45-49 YRS R20001 + exp_score_400_499 xds_score_551_600",106
"0","F 40-44 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",106
"0","M 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_701_750",106
"0","M 25-29 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",107
"0","F 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_651_700",108
"0","F 55-59 YRS R20001 + exp_score_400_499 xds_score_601_650",108
"0","M 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_701_750",109
"0","F 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",109
"0","F 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",109
"0","M 20-24 YRS R10001 - R20000 exp_score_500_599 xds_score_0_499",110
"0","M 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_601_650",111
"0","F 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_701_750",111
"0","F 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",111
"0","M 30-34 YRS R5001 - R10000 exp_score_400_499 xdsgreater_than_801",114
"0","M 20-24 YRS R10001 - R20000 exp_score_500_599 xds_score_551_600",114
"0","M 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_601_650",114
"0","F 25-29 YRS R20001 + exp_score_400_499 xds_score_601_650",114
"0","F 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_0_499",115
"0","M 50-54 YRS R20001 + exp_score_400_499 xds_score_551_600",115
"0","M 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_0_499",116
"0","F 40-44 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",117
"0","M 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_751_800",117
"0","M 40-44 YRS R20001 + expgreater_than_600 xds_score_500_550",118
"0","M 60-64 YRS R10001 - R20000 exp_score_400_499 xds_score_701_750",118
"0","M 60-64 YRS R0 - R5000 expgreater_than_600 xds_score_500_550",118
"0","M 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_651_700",119
"0","M 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_0_499",119
"0","M 30-34 YRS R20001 + exp_score_400_499 xds_score_701_750",120
"0","M 55-59 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",120
"0","M 20-24 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",120
"0","F 55-59 YRS R0 - R5000 exp_score_500_599 xds_score_500_550",120
"0","F 50-54 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",120
"0","F 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_651_700",120
"0","F 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",122
"0","F 55-59 YRS R20001 + exp_score_400_499 xds_score_0_499",122
"0","F 45-49 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",122
"0","M 60-64 YRS R0 - R5000 exp_score_500_599 xdsgreater_than_801",123
"0","F 20-24 YRS R10001 - R20000 expgreater_than_600 xds_score_0_499",124
"0","M 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",124
"0","F 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",124
"0","M 55-59 YRS R0 - R5000 exp_score_500_599 xds_score_500_550",124
"0","F 40-44 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",125
"0","F 25-29 YRS R20001 + expgreater_than_600 xds_score_551_600",125
"1","F 20-24 YRS R5001 - R10000 expgreater_than_600 xds_score_0_499",126
"0","F 30-34 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",127
"0","M 35-39 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",128
"0","M 40-44 YRS R20001 + exp_score_500_599 xds_score_500_550",128
"0","F 40-44 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",129
"0","F 60-64 YRS R5001 - R10000 exp_score_500_599 xds_score_551_600",130
"0","M 45-49 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",132
"0","M 25-29 YRS R0 exp_score_0_299 xdsgreater_than_801",132
"0","M 25-29 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",132
"0","F 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",133
"0","F 35-39 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",133
"0","F 30-34 YRS R20001 + exp_score_400_499 xds_score_701_750",134
"0","F 20-24 YRS R20001 + exp_score_500_599 xdsgreater_than_801",134
"0","M 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_551_600",135
"0","F 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",135
"0","F 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_651_700",135
"0","M 55-59 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",136
"0","F 30-34 YRS R0 - R5000 exp_score_400_499 xdsgreater_than_801",136
"0","F 30-34 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",137
"0","M 50-54 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",137
"0","F 20-24 YRS R10001 - R20000 expgreater_than_600 xds_score_551_600",138
"0","F 40-44 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",139
"0","F 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_701_750",139
"0","M 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",140
"0","F 20-24 YRS R20001 + exp_score_500_599 xds_score_701_750",141
"0","M 40-44 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",142
"0","F 45-49 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",142
"1","M 25-29 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",142
"0","F 60-64 YRS R10001 - R20000 exp_score_400_499 xds_score_701_750",143
"0","F 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",143
"0","F 25-29 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",143
"0","F 60-64 YRS R10001 - R20000 exp_score_400_499 xds_score_601_650",143
"0","M 20-24 YRS R20001 + exp_score_500_599 xds_score_701_750",145
"0","M 25-29 YRS R20001 + exp_score_400_499 xds_score_601_650",145
"0","F 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_601_650",146
"0","F 55-59 YRS R20001 + expgreater_than_600 xds_score_551_600",147
"0","F 35-39 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",147
"0","F 25-29 YRS R20001 + exp_score_500_599 xds_score_551_600",147
"0","F 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_0_499",150
"0","F 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_651_700",151
"0","M 50-54 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",152
"0","M 20-24 YRS R10001 - R20000 expgreater_than_600 xds_score_551_600",152
"0","M 40-44 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",153
"0","M 55-59 YRS R20001 + exp_score_400_499 xds_score_701_750",153
"0","F 45-49 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",154
"0","M 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_651_700",154
"0","F 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",154
"0","F 50-54 YRS R20001 + exp_score_500_599 xds_score_551_600",154
"0","F 20-24 YRS R20001 + exp_score_500_599 xds_score_651_700",155
"0","M 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",155
"0","F 65-69 YRS R0 - R5000 expgreater_than_600 xdsgreater_than_801",156
"0","M 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",156
"0","M 60-64 YRS R10001 - R20000 exp_score_500_599 xds_score_551_600",157
"0","M 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_701_750",159
"0","M 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_601_650",160
"0","M 55-59 YRS R20001 + exp_score_400_499 xds_score_601_650",160
"0","F 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",160
"1","M 30-34 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",161
"0","F 35-39 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",161
"0","F 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_751_800",162
"0","F 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_651_700",163
"0","M 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",163
"0","M 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",166
"0","F 30-34 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",166
"0","F 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_601_650",166
"0","F 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_701_750",167
"0","F 45-49 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",169
"0","M 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",170
"0","M 55-59 YRS R10001 - R20000 exp_score_400_499 xds_score_551_600",171
"10","F 30-34 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",171
"0","F 20-24 YRS R20001 + expgreater_than_600 xds_score_651_700",171
"0","M 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_651_700",172
"0","M 30-34 YRS R20001 + expgreater_than_600 xds_score_500_550",173
"0","F 40-44 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",173
"0","F 60-64 YRS R10001 - R20000 exp_score_400_499 xds_score_0_499",173
"0","M 55-59 YRS R20001 + exp_score_400_499 xds_score_0_499",174
"0","F 40-44 YRS R20001 + exp_score_400_499 xds_score_551_600",176
"0","F 25-29 YRS R20001 + exp_score_400_499 xdsgreater_than_801",176
"0","F 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",179
"0","M 50-54 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",180
"0","F 55-59 YRS R20001 + exp_score_400_499 xds_score_701_750",183
"0","M 60-64 YRS R20001 + exp_score_500_599 xds_score_601_650",183
"0","M 45-49 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",183
"0","M 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_0_499",185
"0","F 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",186
"0","F 45-49 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",187
"0","F 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_551_600",188
"0","M 50-54 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",188
"0","F 25-29 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",189
"0","M 20-24 YRS R10001 - R20000 expgreater_than_600 xds_score_0_499",190
"0","F 45-49 YRS R20001 + exp_score_500_599 xds_score_551_600",190
"0","F 20-24 YRS R10001 - R20000 exp_score_500_599 xds_score_751_800",191
"0","M 30-34 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",193
"0","F 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",194
"1","F 40-44 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",195
"0","M 30-34 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",197
"1","M 20-24 YRS R10001 - R20000 exp_score_500_599 xds_score_751_800",197
"0","M 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",199
"0","F 60-64 YRS R20001 + expgreater_than_600 xds_score_601_650",201
"0","M 45-49 YRS R20001 + exp_score_400_499 xds_score_551_600",201
"0","F 60-64 YRS R0 - R5000 exp_score_0_299 xdsgreater_than_801",203
"0","F 30-34 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",203
"0","M 60-64 YRS R10001 - R20000 exp_score_400_499 xds_score_601_650",203
"0","M 60-64 YRS R0 - R5000 exp_score_0_299 xdsgreater_than_801",204
"0","M 60-64 YRS R5001 - R10000 exp_score_500_599 xdsgreater_than_801",205
"0","M 60-64 YRS R5001 - R10000 exp_score_500_599 xds_score_551_600",206
"0","M 25-29 YRS R0 - R5000 exp_score_400_499 xds_score_651_700",206
"0","M 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_551_600",206
"0","M 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",207
"10","M 35-39 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",209
"0","F 55-59 YRS R20001 + exp_score_400_499 xds_score_651_700",210
"0","M 20-24 YRS R20001 + exp_score_500_599 xdsgreater_than_801",211
"0","M 20-24 YRS R5001 - R10000 expgreater_than_600 xds_score_0_499",211
"0","F 50-54 YRS R20001 + exp_score_400_499 xds_score_601_650",213
"0","M 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",214
"1","M 20-24 YRS R20001 + exp_score_500_599 xds_score_651_700",216
"0","F 20-24 YRS R20001 + expgreater_than_600 xds_score_751_800",216
"0","M 35-39 YRS R20001 + expgreater_than_600 xds_score_500_550",217
"0","M 30-34 YRS R20001 + exp_score_500_599 xds_score_500_550",218
"0","M 40-44 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",218
"0","F 35-39 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",220
"0","M 60-64 YRS R0 - R5000 exp_score_500_599 xds_score_751_800",223
