"bin","profile","leads"
"0","F 25-29 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",7
"0","F 30-34 YRS R0 - R5000 exp_score_400_499 xds_score_751_800",7
"0","F 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_551_600",7
"0","F 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_751_800",7
"0","F 40-44 YRS R20001 + exp_score_0_299 xds_score_651_700",7
"0","F 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_0_499",7
"0","F 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_751_800",7
"0","M 65-69 YRS R5001 - R10000 exp_score_500_599 xdsgreater_than_801",7
"0","M 65-69 YRS R20001 + exp_score_500_599 xds_score_651_700",7
"0","F 50-54 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",7
"0","F 50-54 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",7
"0","F 55-59 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",7
"0","M 60-64 YRS R20001 + expgreater_than_600 xds_score_500_550",7
"0","F 65-69 YRS R0 - R5000 exp_score_0_299 xdsgreater_than_801",7
"0","M 60-64 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",7
"0","M 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",7
"0","M 25-29 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",7
"0","M 25-29 YRS R20001 + exp_score_0_299 xds_score_651_700",7
"0","M 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_0_499",7
"0","M 35-39 YRS R20001 + exp_score_0_299 xdsgreater_than_801",7
"0","M 55-59 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",7
"0","M 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",7
"0","M 45-49 YRS R10001 - R20000 exp_score_0_299 xds_score_551_600",7
"0","M 45-49 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",7
"0","M 45-49 YRS R5001 - R10000 exp_score_0_299 xds_score_751_800",7
"0","M 50-54 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",7
"0","M 50-54 YRS R10001 - R20000 exp_score_0_299 xds_score_751_800",7
"0","F 30-34 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",8
"0","F 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",8
"0","F 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",8
"0","M 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_551_600",8
"0","F 65-69 YRS R20001 + exp_score_500_599 xds_score_651_700",8
"0","F 65-69 YRS R20001 + expgreater_than_600 xds_score_0_499",8
"0","M 20-24 YRS R20001 + exp_score_400_499 xds_score_0_499",8
"0","F 50-54 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",8
"0","F 55-59 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",8
"0","F 20-24 YRS R20001 + exp_score_400_499 xds_score_601_650",8
"0","F 40-44 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",8
"0","F 55-59 YRS R20001 + expgreater_than_600 xds_score_500_550",8
"0","F 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_751_800",8
"0","F 20-24 YRS R20001 + exp_score_400_499 xds_score_651_700",8
"0","M 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_0_499",8
"0","F 55-59 YRS R20001 + exp_score_500_599 xds_score_500_550",8
"0","M 45-49 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",8
"0","F 35-39 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",8
"0","M 50-54 YRS R5001 - R10000 exp_score_0_299 xds_score_751_800",8
"0","F 50-54 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",8
"0","M 55-59 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",8
"0","M 20-24 YRS R20001 + exp_score_500_599 xds_score_500_550",8
"0","M 60-64 YRS R20001 + exp_score_400_499 xds_score_751_800",8
"0","F 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_0_499",8
"0","F 35-39 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",8
"0","M 40-44 YRS R20001 + exp_score_400_499 xdsgreater_than_801",8
"0","M 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",9
"0","F 30-34 YRS R20001 + exp_score_0_299 xds_score_601_650",9
"0","M 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_500_550",9
"0","F 20-24 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",9
"0","M 50-54 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",9
"0","M 45-49 YRS R10001 - R20000 exp_score_0_299 xds_score_751_800",9
"0","M 45-49 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",9
"0","M 50-54 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",9
"0","M 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_500_550",9
"0","F 25-29 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",9
"0","M 20-24 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",9
"0","F 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",9
"0","F 50-54 YRS R20001 + exp_score_400_499 xdsgreater_than_801",9
"0","F 30-34 YRS R20001 + exp_score_0_299 xds_score_651_700",9
"0","M 55-59 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",9
"0","F 35-39 YRS R20001 + exp_score_0_299 xds_score_601_650",9
"0","M 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_751_800",9
"0","F 65-69 YRS R20001 + expgreater_than_600 xds_score_651_700",9
"0","M 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_0_499",9
"0","F 20-24 YRS R20001 + exp_score_400_499 xdsgreater_than_801",10
"0","F 45-49 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",10
"0","F 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",10
"0","M 25-29 YRS R20001 + exp_score_0_299 xds_score_551_600",10
"0","F 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_551_600",10
"0","F 60-64 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",10
"0","M 30-34 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",10
"0","M 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_500_550",10
"0","F 30-34 YRS R20001 + exp_score_400_499 xds_score_751_800",10
"0","M 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_751_800",10
"0","M 60-64 YRS R20001 + exp_score_400_499 xds_score_551_600",10
"0","F 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",10
"0","F 25-29 YRS R20001 + expgreater_than_600 xds_score_500_550",10
"0","F 55-59 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",10
"0","F 20-24 YRS R20001 + exp_score_500_599 xds_score_0_499",10
"0","M 55-59 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",10
"0","F 50-54 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",10
"0","F 50-54 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",10
"0","M 40-44 YRS R20001 + exp_score_0_299 xds_score_551_600",10
"0","M 40-44 YRS R20001 + exp_score_0_299 xds_score_601_650",10
"0","M 40-44 YRS R20001 + exp_score_0_299 xds_score_651_700",10
"0","M 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_751_800",10
"0","F 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",10
"0","M 65-69 YRS R10001 - R20000 exp_score_400_499 xds_score_651_700",10
"0","M 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_0_499",11
"0","M 25-29 YRS R20001 + exp_score_400_499 xds_score_500_550",11
"0","F 65-69 YRS R10001 - R20000 exp_score_400_499 xds_score_0_499",11
"0","M 55-59 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",11
"0","F 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_500_550",11
"0","M 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_751_800",11
"0","M 20-24 YRS R20001 + expgreater_than_600 xds_score_500_550",11
"0","M 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",11
"0","F 60-64 YRS R20001 + exp_score_400_499 xds_score_751_800",11
"0","F 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",11
"0","M 50-54 YRS R20001 + exp_score_400_499 xds_score_500_550",11
"0","F 45-49 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",11
"0","F 40-44 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",11
"0","F 20-24 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",12
"0","F 55-59 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",12
"0","F 45-49 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",12
"0","M 20-24 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",12
"0","F 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_500_550",12
"0","F 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",12
"0","F 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_701_750",12
"0","M 40-44 YRS R0 - R5000 exp_score_400_499 xdsgreater_than_801",12
"0","M 50-54 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",12
"0","M 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_601_650",12
"0","F 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_751_800",12
"0","M 65-69 YRS R10001 - R20000 exp_score_400_499 xds_score_601_650",12
"0","M 40-44 YRS R10001 - R20000 exp_score_0_299 xds_score_751_800",12
"0","M 25-29 YRS R10001 - R20000 exp_score_0_299 xds_score_0_499",12
"0","M 25-29 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",12
"0","M 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_500_550",12
"0","F 30-34 YRS R20001 + exp_score_400_499 xdsgreater_than_801",12
"0","M 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",13
"0","M 60-64 YRS R0 - R5000 exp_score_400_499 xds_score_651_700",13
"0","F 20-24 YRS R20001 + expgreater_than_600 xds_score_0_499",13
"0","F 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",13
"0","F 40-44 YRS R5001 - R10000 exp_score_400_499 xdsgreater_than_801",13
"0","M 30-34 YRS R20001 + exp_score_400_499 xds_score_751_800",13
"0","M 40-44 YRS R5001 - R10000 exp_score_400_499 xdsgreater_than_801",13
"0","F 25-29 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",13
"0","F 35-39 YRS R0 - R5000 exp_score_400_499 xds_score_751_800",13
"0","F 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_551_600",13
"0","M 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",13
"0","M 50-54 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",13
"0","M 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_751_800",13
"0","M 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_701_750",13
"0","M 45-49 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",13
"0","F 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_601_650",13
"0","M 65-69 YRS R0 - R5000 exp_score_0_299 xdsgreater_than_801",13
"0","M 40-44 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",13
"0","M 45-49 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",13
"0","M 20-24 YRS R20001 + exp_score_400_499 xdsgreater_than_801",14
"0","M 45-49 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",14
"0","F 40-44 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",14
"0","F 50-54 YRS R20001 + exp_score_500_599 xds_score_500_550",14
"0","F 55-59 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",14
"0","M 35-39 YRS R20001 + exp_score_0_299 xds_score_551_600",14
"0","M 35-39 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",14
"0","F 30-34 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",14
"0","M 25-29 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",14
"0","M 25-29 YRS R10001 - R20000 exp_score_0_299 xds_score_551_600",14
"0","F 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_601_650",14
"0","M 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",14
"0","M 20-24 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",14
"0","F 25-29 YRS R20001 + exp_score_400_499 xds_score_701_750",14
"0","F 40-44 YRS R0 - R5000 exp_score_400_499 xds_score_751_800",15
"0","M 20-24 YRS R20001 + exp_score_500_599 xds_score_0_499",15
"0","F 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",15
"0","M 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",15
"0","M 65-69 YRS R10001 - R20000 expgreater_than_600 xds_score_551_600",15
"0","M 55-59 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",15
"0","M 30-34 YRS R20001 + exp_score_0_299 xds_score_651_700",15
"0","F 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",15
"0","M 30-34 YRS R20001 + exp_score_400_499 xdsgreater_than_801",15
"0","F 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",15
"0","F 20-24 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",16
"0","M 20-24 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",16
"0","M 55-59 YRS R20001 + exp_score_400_499 xds_score_751_800",16
"0","M 40-44 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",16
"0","M 60-64 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",16
"0","F 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",16
"0","F 40-44 YRS R0 - R5000 exp_score_400_499 xdsgreater_than_801",16
"0","M 50-54 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",16
"0","M 45-49 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",16
"0","M 35-39 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",16
"0","M 55-59 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",16
"0","F 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_551_600",16
"0","M 40-44 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",16
"0","M 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",16
"0","F 60-64 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",16
"0","F 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",16
"0","F 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",16
"0","F 65-69 YRS R5001 - R10000 exp_score_500_599 xdsgreater_than_801",17
"0","F 20-24 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",17
"0","M 60-64 YRS R0 - R5000 exp_score_400_499 xds_score_551_600",17
"0","F 55-59 YRS R10001 - R20000 exp_score_0_299 xdsgreater_than_801",17
"0","M 60-64 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",17
"0","M 65-69 YRS R20001 + expgreater_than_600 xds_score_651_700",17
"0","M 25-29 YRS R20001 + exp_score_400_499 xds_score_701_750",17
"0","M 40-44 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",17
"0","M 60-64 YRS R5001 - R10000 exp_score_500_599 xds_score_500_550",17
"0","M 45-49 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",17
"0","M 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",17
"0","F 45-49 YRS R0 - R5000 exp_score_400_499 xds_score_751_800",17
"0","F 60-64 YRS R20001 + exp_score_500_599 xds_score_551_600",17
"0","M 40-44 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",18
"0","M 35-39 YRS R20001 + exp_score_400_499 xdsgreater_than_801",18
"0","M 65-69 YRS R10001 - R20000 exp_score_500_599 xdsgreater_than_801",18
"0","F 60-64 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",18
"0","F 45-49 YRS R20001 + exp_score_400_499 xds_score_500_550",18
"0","M 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_551_600",18
"1","F 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",18
"0","M 55-59 YRS R20001 + exp_score_500_599 xds_score_500_550",18
"0","F 25-29 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",19
"0","F 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",19
"0","F 55-59 YRS R20001 + exp_score_400_499 xds_score_551_600",19
"0","F 25-29 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",19
"0","F 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",20
"0","M 30-34 YRS R20001 + exp_score_0_299 xds_score_551_600",20
"0","F 60-64 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",20
"0","M 20-24 YRS R20001 + exp_score_400_499 xds_score_601_650",20
"0","F 50-54 YRS R20001 + expgreater_than_600 xds_score_500_550",20
"0","M 45-49 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",20
"0","F 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_0_499",20
"0","M 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_601_650",21
"0","M 25-29 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",21
"0","M 35-39 YRS R20001 + exp_score_0_299 xds_score_651_700",21
"0","F 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",21
"0","F 40-44 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",21
"0","M 35-39 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",21
"0","F 25-29 YRS R20001 + exp_score_500_599 xds_score_500_550",22
"0","F 50-54 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",22
"0","F 60-64 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",22
"0","F 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_651_700",22
"0","F 20-24 YRS R20001 + exp_score_500_599 xds_score_551_600",22
"0","M 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_651_700",22
"0","F 35-39 YRS R10001 - R20000 exp_score_400_499 xdsgreater_than_801",23
"0","F 65-69 YRS R5001 - R10000 expgreater_than_600 xds_score_551_600",23
"0","M 20-24 YRS R20001 + exp_score_400_499 xds_score_551_600",23
"0","M 60-64 YRS R0 - R5000 exp_score_500_599 xds_score_500_550",23
"0","M 45-49 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",23
"0","F 45-49 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",23
"0","F 55-59 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",23
"0","M 30-34 YRS R20001 + exp_score_0_299 xds_score_601_650",24
"0","F 30-34 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",24
"0","M 20-24 YRS R20001 + expgreater_than_600 xds_score_0_499",24
"0","M 40-44 YRS R10001 - R20000 exp_score_0_299 xds_score_551_600",24
"0","M 40-44 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",24
"0","M 40-44 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",24
"0","M 50-54 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",24
"0","F 45-49 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",24
"0","F 50-54 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",25
"0","M 60-64 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",25
"0","F 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_601_650",25
"0","M 65-69 YRS R0 - R5000 exp_score_0_299 xds_score_0_499",25
"0","M 35-39 YRS R20001 + exp_score_0_299 xds_score_601_650",25
"0","F 60-64 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",25
"0","M 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_651_700",26
"0","F 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_0_499",26
"0","F 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_551_600",26
"0","M 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_701_750",26
"0","M 35-39 YRS R20001 + exp_score_400_499 xds_score_751_800",26
"0","F 65-69 YRS R20001 + exp_score_500_599 xds_score_701_750",27
"0","F 45-49 YRS R20001 + exp_score_500_599 xds_score_500_550",27
"0","F 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",27
"0","M 50-54 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",27
"0","M 20-24 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",27
"0","F 40-44 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",27
"0","M 60-64 YRS R0 - R5000 exp_score_0_299 xds_score_651_700",27
"0","F 50-54 YRS R10001 - R20000 exp_score_400_499 xds_score_500_550",27
"0","F 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_651_700",27
"0","F 40-44 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",27
"0","F 60-64 YRS R20001 + exp_score_400_499 xds_score_601_650",27
"0","M 30-34 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",27
"0","F 60-64 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",27
"0","M 55-59 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",28
"0","F 20-24 YRS R10001 - R20000 expgreater_than_600 xds_score_500_550",28
"0","M 60-64 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",28
"0","F 30-34 YRS R20001 + exp_score_400_499 xds_score_500_550",28
"0","F 40-44 YRS R20001 + exp_score_400_499 xds_score_500_550",28
"0","M 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_701_750",28
"0","F 60-64 YRS R5001 - R10000 expgreater_than_600 xds_score_500_550",28
"0","F 65-69 YRS R0 - R5000 exp_score_0_299 xds_score_0_499",29
"0","F 25-29 YRS R0 - R5000 exp_score_0_299 xds_score_500_550",29
"0","F 20-24 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",29
"0","M 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_651_700",29
"0","M 65-69 YRS R20001 + exp_score_500_599 xdsgreater_than_801",29
"0","F 35-39 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",29
"0","M 65-69 YRS R20001 + expgreater_than_600 xds_score_0_499",29
"0","M 35-39 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",29
"0","F 65-69 YRS R20001 + expgreater_than_600 xds_score_701_750",30
"0","M 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_701_750",30
"0","F 55-59 YRS R20001 + exp_score_400_499 xds_score_751_800",30
"10","M 60-64 YRS R0 - R5000 exp_score_400_499 xds_score_601_650",30
"0","F 35-39 YRS R20001 + exp_score_400_499 xds_score_500_550",30
"0","M 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",30
"0","F 40-44 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",30
"0","F 60-64 YRS R0 - R5000 exp_score_400_499 xds_score_651_700",31
"0","F 60-64 YRS R10001 - R20000 exp_score_400_499 xds_score_551_600",31
"0","M 20-24 YRS R0 - R5000 exp_score_400_499 xds_score_0_499",31
"0","F 20-24 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",31
"0","F 55-59 YRS R0 - R5000 exp_score_0_299 xds_score_551_600",31
"0","F 60-64 YRS R20001 + expgreater_than_600 xds_score_551_600",31
"0","M 60-64 YRS R20001 + exp_score_400_499 xds_score_601_650",31
"0","F 65-69 YRS R20001 + exp_score_500_599 xdsgreater_than_801",31
"0","M 25-29 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",31
"0","F 35-39 YRS R5001 - R10000 exp_score_400_499 xdsgreater_than_801",32
"0","F 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_651_700",32
"0","F 40-44 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",32
"0","F 60-64 YRS R0 - R5000 exp_score_400_499 xds_score_551_600",32
"0","M 30-34 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",33
"0","M 25-29 YRS R20001 + expgreater_than_600 xds_score_500_550",33
"0","F 60-64 YRS R0 - R5000 exp_score_500_599 xds_score_500_550",33
"0","F 60-64 YRS R20001 + exp_score_400_499 xds_score_0_499",33
"0","F 55-59 YRS R10001 - R20000 exp_score_400_499 xds_score_751_800",34
"0","F 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_651_700",34
"0","M 65-69 YRS R20001 + exp_score_500_599 xds_score_0_499",34
"0","M 60-64 YRS R5001 - R10000 exp_score_400_499 xds_score_551_600",35
"0","M 60-64 YRS R10001 - R20000 exp_score_400_499 xds_score_551_600",35
"0","M 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_651_700",35
"0","F 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_551_600",35
"0","M 45-49 YRS R20001 + exp_score_400_499 xds_score_500_550",35
"0","F 50-54 YRS R10001 - R20000 exp_score_500_599 xds_score_500_550",36
"0","M 40-44 YRS R10001 - R20000 exp_score_0_299 xds_score_651_700",36
"0","M 35-39 YRS R5001 - R10000 exp_score_0_299 xdsgreater_than_801",36
"0","F 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",36
"0","F 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_551_600",36
"0","F 65-69 YRS R0 - R5000 exp_score_500_599 xds_score_601_650",37
"0","M 30-34 YRS R0 - R5000 exp_score_0_299 xds_score_751_800",37
"0","M 65-69 YRS R0 - R5000 expgreater_than_600 xds_score_551_600",37
"0","M 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_500_550",38
"0","F 65-69 YRS R10001 - R20000 exp_score_500_599 xdsgreater_than_801",38
"0","M 30-34 YRS R5001 - R10000 exp_score_0_299 xds_score_701_750",38
"0","M 50-54 YRS R0 - R5000 exp_score_400_499 xds_score_701_750",39
"0","F 45-49 YRS R0 - R5000 exp_score_400_499 xds_score_500_550",39
"0","M 60-64 YRS R20001 + exp_score_500_599 xds_score_551_600",39
"0","F 40-44 YRS R20001 + exp_score_500_599 xds_score_500_550",39
"0","M 20-24 YRS R10001 - R20000 exp_score_400_499 xds_score_0_499",39
"0","F 20-24 YRS R20001 + expgreater_than_600 xds_score_551_600",39
"0","M 25-29 YRS R5001 - R10000 exp_score_0_299 xds_score_551_600",39
"0","F 30-34 YRS R10001 - R20000 exp_score_0_299 xds_score_601_650",39
"0","F 35-39 YRS R5001 - R10000 exp_score_400_499 xds_score_751_800",39
"0","F 60-64 YRS R0 - R5000 exp_score_400_499 xds_score_601_650",40
"0","F 45-49 YRS R20001 + expgreater_than_600 xds_score_500_550",40
"0","F 65-69 YRS R10001 - R20000 exp_score_500_599 xds_score_0_499",40
"0","F 20-24 YRS R0 exp_score_0_299 xdsgreater_than_801",40
"0","M 55-59 YRS R20001 + expgreater_than_600 xds_score_500_550",40
"0","M 20-24 YRS R0 - R5000 exp_score_0_299 xds_score_601_650",40
"0","F 65-69 YRS R5001 - R10000 exp_score_500_599 xds_score_751_800",40
"0","F 25-29 YRS R0 exp_score_0_299 xdsgreater_than_801",41
"0","M 50-54 YRS R0 - R5000 exp_score_0_299 xds_score_701_750",41
"0","F 60-64 YRS R20001 + exp_score_400_499 xds_score_701_750",41
"0","F 35-39 YRS R20001 + exp_score_400_499 xds_score_751_800",41
"0","F 40-44 YRS R20001 + expgreater_than_600 xds_score_500_550",41
"0","M 20-24 YRS R5001 - R10000 exp_score_400_499 xds_score_500_550",41
